datetime,open,high,low,close,volume,ticker,ema9,sma10,sma20,sma50,sma100,sma150,sma200,oa_ema9,oa_sma10,oa_sma20,oa_sma50,oa_sma100,oa_sma150,oa_sma200,OpenCloseRange$,OpenCloseRange%,GreenCandle,RedCandle,DojiCandle,NextGreen,NextRed,PrevGreen,PrevRed,GapDir,Gap$,Gap%
1993-12-03 16:00:00,46.5,46.72,46.5,46.72,306000,SPY,46.47487422086277,46.394000000000005,46.4035,46.399800000000006,45.97650000000001,45.593333333333334,45.3665,1,1,1,1,1,1,1,0.21999999999999886,0.47311827956989005,1,0,0,1,0,1,0,Down,-0.030000000000001137,-0.06447453255964138
1993-12-06 16:00:00,46.78,46.94,46.78,46.88,99500,SPY,46.55589937669022,46.451,46.444,46.4216,45.996500000000005,45.60933333333334,45.382299999999994,1,1,1,1,1,1,1,0.10000000000000142,0.21376656690893844,1,0,0,0,1,1,0,Up,0.060000000000002274,0.12842465753425145
1993-12-07 16:00:00,46.88,46.91,46.79,46.85,88800,SPY,46.614719501352184,46.532,46.480000000000004,46.4346,46.0175,45.6244,45.398050000000005,1,1,1,1,1,1,1,-0.030000000000001137,-0.06399317406143587,0,1,0,0,0,1,0,Up,0.0,0.0
1993-12-08 16:00:00,46.84,46.84,46.79,46.84,146700,SPY,46.65977560108175,46.587,46.5135,46.447599999999994,46.038599999999995,45.64033333333334,45.411,1,1,1,1,1,1,1,0.0,0.0,0,0,1,0,1,0,1,Down,-0.00999999999999801,-0.021344717182493086
1993-12-09 16:00:00,46.85,46.92,46.63,46.7,416500,SPY,46.6678204808654,46.609,46.5235,46.461000000000006,46.0571,45.656,45.42280000000001,1,1,1,1,1,1,1,-0.14999999999999858,-0.32017075773745696,0,1,0,0,0,0,0,Up,0.00999999999999801,0.02134927412467551
1993-12-10 16:00:00,46.6,46.72,46.5,46.6,412900,SPY,46.654256384692324,46.61900000000001,46.5345,46.474000000000004,46.0757,45.6704,45.4337,0,0,1,1,1,1,1,0.0,0.0,0,0,1,1,0,0,1,Down,-0.10000000000000142,-0.2141327623126369
1993-12-13 16:00:00,46.6,46.88,46.54,46.88,273200,SPY,46.69940510775386,46.675,46.548500000000004,46.4884,46.0995,45.6854,45.4467,0,0,1,1,1,1,1,0.28000000000000114,0.6008583690987149,1,0,0,0,0,0,0,Up,0.0,0.0
1993-12-14 16:00:00,46.73,46.92,46.54,46.73,41900,SPY,46.705524086203084,46.714,46.557,46.4986,46.1203,45.699799999999996,45.45735,1,1,1,1,1,1,1,0.0,0.0,0,0,1,0,1,1,0,Down,-0.15000000000000568,-0.3199658703071793
1993-12-15 16:00:00,46.6,46.63,46.47,46.47,82600,SPY,46.658419268962476,46.720000000000006,46.5415,46.5046,46.135200000000005,45.716,45.46405000000001,0,0,1,1,1,1,1,-0.13000000000000256,-0.2789699570815506,0,1,0,0,0,0,0,Down,-0.12999999999999545,-0.2781938797346361
1993-12-16 16:00:00,46.63,46.66,46.57,46.63,78200,SPY,46.652735415169985,46.730000000000004,46.5465,46.5146,46.1521,45.733533333333334,45.4728,0,0,1,1,1,1,1,0.0,0.0,0,0,1,1,0,0,1,Up,0.1600000000000037,0.34430815579944846
1993-12-17 16:00:00,46.42,46.6,46.38,46.56,104700,SPY,46.63418833213599,46.714000000000006,46.554,46.5258,46.169200000000004,45.74953333333333,45.481849999999994,0,0,0,0,1,1,1,0.14000000000000057,0.3015941404567009,1,0,0,1,0,0,0,Down,-0.21000000000000085,-0.45035384945314355
1993-12-20 16:00:00,46.53,46.66,46.5,46.63,68800,SPY,46.6333506657088,46.689,46.57,46.537000000000006,46.1846,45.7662,45.48625,0,0,0,0,1,1,1,0.10000000000000142,0.2149151085321329,1,0,0,0,0,1,0,Down,-0.030000000000001137,-0.06443298969072409
1993-12-21 16:00:00,46.48,46.56,46.41,46.48,205700,SPY,46.602680532567035,46.652,46.592,46.54240000000001,46.201,45.7798,45.49065,0,0,0,0,1,1,1,0.0,0.0,0,0,1,1,0,1,0,Down,-0.15000000000000568,-0.32168132103797054
1993-12-22 16:00:00,46.6,46.82,46.5,46.79,410300,SPY,46.640144426053624,46.647,46.617000000000004,46.5536,46.2192,45.79066666666667,45.4961,0,0,0,1,1,1,1,0.18999999999999773,0.4077253218884071,1,0,0,0,0,0,0,Up,0.12000000000000455,0.2581755593803885
1993-12-23 16:00:00,46.75,46.85,46.7,46.75,533800,SPY,46.662115540842905,46.652,46.6305,46.56400000000001,46.2367,45.804,45.501999999999995,1,1,1,1,1,1,1,0.0,0.0,0,0,1,1,0,1,0,Down,-0.03999999999999915,-0.08548835221200929
1993-12-27 16:00:00,46.75,47.0,46.75,47.0,447100,SPY,46.72969243267433,46.69199999999999,46.6555,46.567800000000005,46.2567,45.81766666666667,45.51155,1,1,1,1,1,1,1,0.25,0.53475935828877,1,0,0,1,0,0,0,Up,0.0,0.0
1993-12-28 16:00:00,46.98,47.13,46.94,47.09,880600,SPY,46.80175394613946,46.713,46.694,46.5682,46.278400000000005,45.831066666666665,45.521049999999995,1,1,1,1,1,1,1,0.11000000000000654,0.2341421881651906,1,0,0,0,1,1,0,Down,-0.020000000000003126,-0.042553191489368355
1993-12-29 16:00:00,47.13,47.16,47.0,47.04,266700,SPY,46.84940315691157,46.74400000000001,46.729,46.57020000000001,46.299099999999996,45.84073333333334,45.529700000000005,1,1,1,1,1,1,1,-0.09000000000000341,-0.19096117122852407,0,1,0,0,1,1,0,Up,0.03999999999999915,0.08494372478232988
1993-12-30 16:00:00,47.0,47.0,46.75,46.84,219900,SPY,46.84752252552926,46.781,46.7505,46.575,46.315200000000004,45.85006666666667,45.5387,1,1,1,1,1,1,1,-0.1599999999999966,-0.3404255319148864,0,1,0,0,1,0,1,Down,-0.03999999999999915,-0.08503401360544036
1993-12-31 16:00:00,46.95,47.0,46.56,46.6,312900,SPY,46.798018020423406,46.778000000000006,46.754000000000005,46.5738,46.3293,45.85926666666666,45.54515000000001,1,1,1,1,1,1,1,-0.3500000000000014,-0.7454739084132085,0,1,0,0,1,0,1,Up,0.10999999999999943,0.23484201537147614
1994-01-03 16:00:00,46.6,46.66,46.41,46.48,960900,SPY,46.73441441633872,46.769999999999996,46.742000000000004,46.5714,46.3421,45.864733333333334,45.55175,0,0,0,1,1,1,1,-0.12000000000000455,-0.25751072961374366,0,1,0,1,0,0,1,Up,0.0,0.0
1994-01-04 16:00:00,46.54,46.67,46.47,46.67,164300,SPY,46.72153153307098,46.774,46.7315,46.577200000000005,46.358200000000004,45.87186666666667,45.5612,0,0,0,0,1,1,1,0.13000000000000256,0.279329608938553,1,0,0,1,0,0,1,Up,0.060000000000002274,0.12908777969019425
1994-01-05 16:00:00,46.73,46.78,46.54,46.75,710900,SPY,46.72722522645679,46.801,46.7265,46.5822,46.37440000000001,45.88053333333334,45.570550000000004,1,0,1,1,1,1,1,0.020000000000003126,0.04279905842072144,1,0,0,0,1,1,0,Up,0.05999999999999517,0.12856224555387866
1994-01-06 16:00:00,46.82,46.85,46.7,46.75,201000,SPY,46.73178018116543,46.797000000000004,46.722,46.5876,46.3881,45.89026666666667,45.579899999999995,1,1,1,1,1,1,1,-0.07000000000000028,-0.1495087569414786,0,1,0,1,0,1,0,Up,0.07000000000000028,0.1497326203208562
1994-01-07 16:00:00,46.84,47.06,46.72,47.04,775500,SPY,46.79342414493235,46.82600000000001,46.739,46.5984,46.403200000000005,45.903000000000006,45.589299999999994,1,1,1,1,1,1,1,0.19999999999999574,0.4269854824935861,1,0,0,1,0,0,1,Up,0.09000000000000341,0.1925133689839645
1994-01-10 16:00:00,47.1,47.6,46.98,47.59,593700,SPY,46.952739315945884,46.885000000000005,46.7885,46.6132,46.4213,45.922066666666666,45.60265,1,1,1,1,1,1,1,0.490000000000002,1.0403397027600891,1,0,0,0,1,1,0,Up,0.060000000000002274,0.1275510204081681
1994-01-11 16:00:00,47.56,47.57,47.35,47.5,295200,SPY,47.06219145275671,46.926,46.8195,46.626400000000004,46.4384,45.93953333333334,45.6147,1,1,1,1,1,1,1,-0.060000000000002274,-0.12615643397813767,0,1,0,0,1,1,0,Down,-0.030000000000001137,-0.06303845345661091
1994-01-12 16:00:00,47.53,47.54,47.2,47.35,158400,SPY,47.11975316220536,46.95700000000001,46.8505,46.6338,46.4537,45.955733333333335,45.625299999999996,1,1,1,1,1,1,1,-0.17999999999999972,-0.3787081843046491,0,1,0,0,0,0,1,Up,0.030000000000001137,0.06315789473684451
1994-01-13 16:00:00,47.23,47.32,47.16,47.23,244300,SPY,47.14180252976429,46.995999999999995,46.88850000000001,46.639399999999995,46.468700000000005,45.96993333333334,45.63545,1,1,1,1,1,1,1,0.0,0.0,0,0,1,1,0,0,1,Down,-0.12000000000000455,-0.25343189017952383
1994-01-14 16:00:00,47.38,47.5,47.38,47.41,137200,SPY,47.19544202381143,47.077,46.9275,46.6608,46.4806,45.985733333333336,45.647299999999994,1,1,1,1,1,1,1,0.02999999999999403,0.06331785563527655,1,0,0,0,0,0,0,Up,0.15000000000000568,0.3175947491001603
